GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,cusip,curcdq,datacqtr,datafqtr,teqq,costat,mkvaltq
65290,85265,9/30/2013,2013,3,INDL,C,D,STD,78440X887,USD,2013Q3,2013Q3,6818.644,A,8192.2918
65290,85265,12/31/2013,2013,4,INDL,C,D,STD,78440X887,USD,2013Q4,2013Q4,7066.426,A,8775.4533
65290,85265,3/31/2014,2014,1,INDL,C,D,STD,78440X887,USD,2014Q1,2014Q1,7167.134,A,9590.9978
65290,85265,6/30/2014,2014,2,INDL,C,D,STD,78440X887,USD,2014Q2,2014Q2,7321.797,A,10458.1737
65290,85265,9/30/2014,2014,3,INDL,C,D,STD,78440X887,USD,2014Q3,2014Q3,7436.568,A,9721.1474
65290,85265,12/31/2014,2014,4,INDL,C,D,STD,78440X887,USD,2014Q4,2014Q4,7530.331,A,11583.6215
65290,85265,3/31/2015,2015,1,INDL,C,D,STD,78440X887,USD,2015Q1,2015Q1,7654.291,A,12778.0465
65290,85265,6/30/2015,2015,2,INDL,C,D,STD,78440X887,USD,2015Q2,2015Q2,7649.106,A,10943.9451
65290,85265,9/30/2015,2015,3,INDL,C,D,STD,78440X887,USD,2015Q3,2015Q3,7954.274,A,10779.1174
65290,85265,12/31/2015,2015,4,INDL,C,D,STD,78440X887,USD,2015Q4,2015Q4,8001.833,A,11295.2885
65290,85265,3/31/2016,2016,1,INDL,C,D,STD,78440X887,USD,2016Q1,2016Q1,7999.892,A,9695.8473
65290,85265,6/30/2016,2016,2,INDL,C,D,STD,78440X887,USD,2016Q2,2016Q2,8049.579,A,10664.4611
65290,85265,9/30/2016,2016,3,INDL,C,D,STD,78440X887,USD,2016Q3,2016Q3,8024.958,A,10838.5384
65290,85265,12/31/2016,2016,4,INDL,C,D,STD,78440X887,USD,2016Q4,2016Q4,8052.921,A,10815.4431
65290,85265,3/31/2017,2017,1,INDL,C,D,STD,78440X887,USD,2017Q1,2017Q1,8005.694,A,10744.7371
65290,85265,6/30/2017,2017,2,INDL,C,D,STD,78440X887,USD,2017Q2,2017Q2,7649.525,A,10407.2286
65290,85265,9/30/2017,2017,3,INDL,C,D,STD,78440X887,USD,2017Q3,2017Q3,7485.937,A,9873.2287
65290,85265,12/31/2017,2017,4,INDL,C,D,STD,78440X887,USD,2017Q4,2017Q4,6891.189,A,9366.6068
65290,85265,3/31/2018,2018,1,INDL,C,D,STD,78440X887,USD,2018Q1,2018Q1,6839.214,A,8630.9421
65290,85265,6/30/2018,2018,2,INDL,C,D,STD,78440X887,USD,2018Q2,2018Q2,6543.441,A,8617.9343
65290,85265,9/30/2018,2018,3,INDL,C,D,STD,78440X887,USD,2018Q3,2018Q3,6568.46,A,8347.9828
65290,85265,12/31/2018,2018,4,INDL,C,D,STD,78440X887,USD,2018Q4,2018Q4,6248.282,A,6617.7307
65290,85265,3/31/2019,2019,1,INDL,C,D,STD,78440X887,USD,2019Q1,2019Q1,6129.608,A,7487.9082
65290,85265,6/30/2019,2019,2,INDL,C,D,STD,78440X887,USD,2019Q2,2019Q2,6165.786,A,6623.2917
65290,85265,9/30/2019,2019,3,INDL,C,D,STD,78440X887,USD,2019Q3,2019Q3,6049.585,A,6663.8513
65290,85265,12/31/2019,2019,4,INDL,C,D,STD,78440X887,USD,2019Q4,2019Q4,5800.483,A,7277.0798
65290,85265,3/31/2020,2020,1,INDL,C,D,STD,78440X887,USD,2020Q1,2020Q1,5609.984,A,3298.7016
65417,85348,6/30/2009,2009,2,INDL,C,D,STD,988498101,USD,2009Q2,2009Q2,557,A,15536.44
65417,85348,9/30/2009,2009,3,INDL,C,D,STD,988498101,USD,2009Q3,2009Q3,989,A,15799.68
65417,85348,12/31/2009,2009,4,INDL,C,D,STD,988498101,USD,2009Q4,2009Q4,1114,A,16400.93
65417,85348,3/31/2010,2010,1,INDL,C,D,STD,988498101,USD,2010Q1,2010Q1,1117,A,17900.11
65417,85348,6/30/2010,2010,2,INDL,C,D,STD,988498101,USD,2010Q2,2010Q2,1226,A,18231.68
65417,85348,9/30/2010,2010,3,INDL,C,D,STD,988498101,USD,2010Q3,2010Q3,1643,A,21556.08
65417,85348,12/31/2010,2010,4,INDL,C,D,STD,988498101,USD,2010Q4,2010Q4,1669,A,23004.45
65417,85348,3/31/2011,2011,1,INDL,C,D,STD,988498101,USD,2011Q1,2011Q1,1859,A,23994.46
65417,85348,6/30/2011,2011,2,INDL,C,D,STD,988498101,USD,2011Q2,2011Q2,1888,A,25686.6
65417,85348,9/30/2011,2011,3,INDL,C,D,STD,988498101,USD,2011Q3,2011Q3,2083,A,22768.79
65417,85348,12/31/2011,2011,4,INDL,C,D,STD,988498101,USD,2011Q4,2011Q4,1916,A,27144.6
65417,85348,3/31/2012,2012,1,INDL,C,D,STD,988498101,USD,2012Q1,2012Q1,2279,A,32742.8
65417,85348,6/30/2012,2012,2,INDL,C,D,STD,988498101,USD,2012Q2,2012Q2,2227,A,29504.36
65417,85348,9/30/2012,2012,3,INDL,C,D,STD,988498101,USD,2012Q3,2012Q3,2294,A,29985.68
65417,85348,12/31/2012,2012,4,INDL,C,D,STD,988498101,USD,2012Q4,2012Q4,2253,A,29946.4
65417,85348,3/31/2013,2013,1,INDL,C,D,STD,988498101,USD,2013Q1,2013Q1,2358,A,32373
65417,85348,6/30/2013,2013,2,INDL,C,D,STD,988498101,USD,2013Q2,2013Q2,2285,A,30994.98
65417,85348,9/30/2013,2013,3,INDL,C,D,STD,988498101,USD,2013Q3,2013Q3,2260,A,31768.55
65417,85348,12/31/2013,2013,4,INDL,C,D,STD,988498101,USD,2013Q4,2013Q4,2229,A,33495.23
65417,85348,3/31/2014,2014,1,INDL,C,D,STD,988498101,USD,2014Q1,2014Q1,2335,A,33322.38
65417,85348,6/30/2014,2014,2,INDL,C,D,STD,988498101,USD,2014Q2,2014Q2,2326,A,35728
65417,85348,9/30/2014,2014,3,INDL,C,D,STD,988498101,USD,2014Q3,2014Q3,2568,A,31455.26
65417,85348,12/31/2014,2014,4,INDL,C,D,STD,988498101,USD,2014Q4,2014Q4,1604,A,31616.9
65417,85348,3/31/2015,2015,1,INDL,C,D,STD,988498101,USD,2015Q1,2015Q1,1763,A,34085.76
65417,85348,6/30/2015,2015,2,INDL,C,D,STD,988498101,USD,2015Q2,2015Q2,1625,A,38914.56
65417,85348,9/30/2015,2015,3,INDL,C,D,STD,988498101,USD,2015Q3,2015Q3,1885,A,34458.45
65417,85348,12/31/2015,2015,4,INDL,C,D,STD,988498101,USD,2015Q4,2015Q4,969,A,30681
65417,85348,3/31/2016,2016,1,INDL,C,D,STD,988498101,USD,2016Q1,2016Q1,210,A,33312.95
65417,85348,6/30/2016,2016,2,INDL,C,D,STD,988498101,USD,2016Q2,2016Q2,-331,A,33085.08
65417,85348,9/30/2016,2016,3,INDL,C,D,STD,988498101,USD,2016Q3,2016Q3,-1830,A,34144.56
65417,85348,12/31/2016,2016,4,INDL,C,D,STD,988498101,USD,2016Q4,2016Q4,-5656,A,22482.15
65417,85348,3/31/2017,2017,1,INDL,C,D,STD,988498101,USD,2017Q1,2017Q1,-5812,A,22365
65417,85348,6/30/2017,2017,2,INDL,C,D,STD,988498101,USD,2017Q2,2017Q2,-6102,A,25447.2
65417,85348,9/30/2017,2017,3,INDL,C,D,STD,988498101,USD,2017Q3,2017Q3,-6121,A,24953.79
65417,85348,12/31/2017,2017,4,INDL,C,D,STD,988498101,USD,2017Q4,2017Q4,-6334,A,27094.52
65417,85348,3/31/2018,2018,1,INDL,C,D,STD,988498101,USD,2018Q1,2018Q1,-6754,A,27837.51
65417,85348,6/30/2018,2018,2,INDL,C,D,STD,988498101,USD,2018Q2,2018Q2,-7247,A,24952.18
65417,85348,9/30/2018,2018,3,INDL,C,D,STD,988498101,USD,2018Q3,2018Q3,-7458,A,28454.83
65417,85348,12/31/2018,2018,4,INDL,C,D,STD,988498101,USD,2018Q4,2018Q4,-7926,A,28127.52
65417,85348,3/31/2019,2019,1,INDL,C,D,STD,988498101,USD,2019Q1,2019Q1,-7904,A,30541.86
65417,85348,6/30/2019,2019,2,INDL,C,D,STD,988498101,USD,2019Q2,2019Q2,-7994,A,33643.68
65417,85348,9/30/2019,2019,3,INDL,C,D,STD,988498101,USD,2019Q3,2019Q3,-8097,A,34369.29
65417,85348,12/31/2019,2019,4,INDL,C,D,STD,988498101,USD,2019Q4,2019Q4,-8016,A,30219
65417,85348,3/31/2020,2020,1,INDL,C,D,STD,988498101,USD,2020Q1,2020Q1,-8229,A,20627.53
65576,85592,6/30/2009,2009,2,INDL,C,D,STD,00163T109,USD,2009Q2,2009Q2,3291.913,I,2751.0189
65576,85592,9/30/2009,2009,3,INDL,C,D,STD,00163T109,USD,2009Q3,2009Q3,3350.18,I,3357.7457
65576,85592,12/31/2009,2009,4,INDL,C,D,STD,00163T109,USD,2009Q4,2009Q4,3291.32,I,3813.5419
65576,85592,3/31/2010,2010,1,INDL,C,D,STD,00163T109,USD,2010Q1,2010Q1,3251.095,I,4084.5018
65576,85592,6/30/2010,2010,2,INDL,C,D,STD,00163T109,USD,2010Q2,2010Q2,3719.31,I,3989.9188
65576,85592,9/30/2010,2010,3,INDL,C,D,STD,00163T109,USD,2010Q3,2010Q3,3699.019,I,4452.6775
65576,85592,12/31/2010,2010,4,INDL,C,D,STD,00163T109,USD,2010Q4,2010Q4,3702.122,I,5350.6186
65576,85592,3/31/2011,2011,1,INDL,C,D,STD,00163T109,USD,2011Q1,2011Q1,3700.093,I,6098.7495
65609,85459,6/30/2009,2009,2,INDL,C,D,STD,12541W209,USD,2009Q2,2009Q2,1101.309,A,8789.2567
65609,85459,9/30/2009,2009,3,INDL,C,D,STD,12541W209,USD,2009Q3,2009Q3,1118.243,A,9697.4955
65609,85459,12/31/2009,2009,4,INDL,C,D,STD,12541W209,USD,2009Q4,2009Q4,1079.9,A,9813.6655
65609,85459,3/31/2010,2010,1,INDL,C,D,STD,12541W209,USD,2010Q1,2010Q1,1063.095,A,9279.2541
65609,85459,6/30/2010,2010,2,INDL,C,D,STD,12541W209,USD,2010Q2,2010Q2,1104.872,A,9238.8921
65609,85459,9/30/2010,2010,3,INDL,C,D,STD,12541W209,USD,2010Q3,2010Q3,1170.58,A,11605.1118
65609,85459,12/31/2010,2010,4,INDL,C,D,STD,12541W209,USD,2010Q4,2010Q4,1204.068,A,13315.3891
65609,85459,3/31/2011,2011,1,INDL,C,D,STD,12541W209,USD,2011Q1,2011Q1,1227.526,A,12287.0475
65609,85459,6/30/2011,2011,2,INDL,C,D,STD,12541W209,USD,2011Q2,2011Q2,1288.426,A,13057.4808
65609,85459,9/30/2011,2011,3,INDL,C,D,STD,12541W209,USD,2011Q3,2011Q3,1268.224,A,11249.4156
65609,85459,12/31/2011,2011,4,INDL,C,D,STD,12541W209,USD,2011Q4,2011Q4,1248.474,A,11404.913
65609,85459,3/31/2012,2012,1,INDL,C,D,STD,12541W209,USD,2012Q1,2012Q1,1248.113,A,10656.2708
65609,85459,6/30/2012,2012,2,INDL,C,D,STD,12541W209,USD,2012Q2,2012Q2,1278.19,A,9491.8101
65609,85459,9/30/2012,2012,3,INDL,C,D,STD,12541W209,USD,2012Q3,2012Q3,1290.875,A,9443.799
65609,85459,12/31/2012,2012,4,INDL,C,D,STD,12541W209,USD,2012Q4,2012Q4,1504.372,A,10199.0929
65609,85459,3/31/2013,2013,1,INDL,C,D,STD,12541W209,USD,2013Q1,2013Q1,1489.685,A,9547.1949
65609,85459,6/30/2013,2013,2,INDL,C,D,STD,12541W209,USD,2013Q2,2013Q2,1499.065,A,8994.7905
65609,85459,9/30/2013,2013,3,INDL,C,D,STD,12541W209,USD,2013Q3,2013Q3,988.563,A,9087.8921
65609,85459,12/31/2013,2013,4,INDL,C,D,STD,12541W209,USD,2013Q4,2013Q4,939.724,A,8763.995
65609,85459,3/31/2014,2014,1,INDL,C,D,STD,12541W209,USD,2014Q1,2014Q1,981.597,A,7780.7009
65609,85459,6/30/2014,2014,2,INDL,C,D,STD,12541W209,USD,2014Q2,2014Q2,1010.101,A,9423.3778
65609,85459,9/30/2014,2014,3,INDL,C,D,STD,12541W209,USD,2014Q3,2014Q3,1018.717,A,9725.2311
65609,85459,12/31/2014,2014,4,INDL,C,D,STD,12541W209,USD,2014Q4,2014Q4,1047.015,A,10968.2396
65609,85459,3/31/2015,2015,1,INDL,C,D,STD,12541W209,USD,2015Q1,2015Q1,1058.02,A,10677.8923
65609,85459,6/30/2015,2015,2,INDL,C,D,STD,12541W209,USD,2015Q2,2015Q2,1111.851,A,9054.9727
65609,85459,9/30/2015,2015,3,INDL,C,D,STD,12541W209,USD,2015Q3,2015Q3,1131.363,A,9767.6402
65609,85459,12/31/2015,2015,4,INDL,C,D,STD,12541W209,USD,2015Q4,2015Q4,1150.45,A,8897.0791
65609,85459,3/31/2016,2016,1,INDL,C,D,STD,12541W209,USD,2016Q1,2016Q1,1191.806,A,10617.1911
65609,85459,6/30/2016,2016,2,INDL,C,D,STD,12541W209,USD,2016Q2,2016Q2,1262.84,A,10605.3503
65609,85459,9/30/2016,2016,3,INDL,C,D,STD,12541W209,USD,2016Q3,2016Q3,1269.668,A,9998.1331
65609,85459,12/31/2016,2016,4,INDL,C,D,STD,12541W209,USD,2016Q4,2016Q4,1257.847,A,10348.5611
65609,85459,3/31/2017,2017,1,INDL,C,D,STD,12541W209,USD,2017Q1,2017Q1,1315.874,A,10910.5656
65609,85459,6/30/2017,2017,2,INDL,C,D,STD,12541W209,USD,2017Q2,2017Q2,1337.208,A,9661.8337
65609,85459,9/30/2017,2017,3,INDL,C,D,STD,12541W209,USD,2017Q3,2017Q3,1354.875,A,10644.1831
65609,85459,12/31/2017,2017,4,INDL,C,D,STD,12541W209,USD,2017Q4,2017Q4,1425.745,A,12431.7968
65609,85459,3/31/2018,2018,1,INDL,C,D,STD,12541W209,USD,2018Q1,2018Q1,1484.672,A,13058.7696
65609,85459,6/30/2018,2018,2,INDL,C,D,STD,12541W209,USD,2018Q2,2018Q2,1518.159,A,11607.323
65609,85459,9/30/2018,2018,3,INDL,C,D,STD,12541W209,USD,2018Q3,2018Q3,1566.603,A,13512.96
65609,85459,12/31/2018,2018,4,INDL,C,D,STD,12541W209,USD,2018Q4,2018Q4,1595.087,A,11544.2116
65609,85459,3/31/2019,2019,1,INDL,C,D,STD,12541W209,USD,2019Q1,2019Q1,1652.561,A,11907.9741
65609,85459,6/30/2019,2019,2,INDL,C,D,STD,12541W209,USD,2019Q2,2019Q2,1659.311,A,11448.9099
65609,85459,9/30/2019,2019,3,INDL,C,D,STD,12541W209,USD,2019Q3,2019Q3,1673.096,A,11458.1866
65609,85459,12/31/2019,2019,4,INDL,C,D,STD,12541W209,USD,2019Q4,2019Q4,1670.73,A,10548.789
65609,85459,3/31/2020,2020,1,INDL,C,D,STD,12541W209,USD,2020Q1,2020Q1,1587.118,A,8909.5932
65772,85621,6/30/2009,2009,2,INDL,C,D,STD,592688105,USD,2009Q2,2009Q2,591.288,A,2600.4951
65772,85621,9/30/2009,2009,3,INDL,C,D,STD,592688105,USD,2009Q3,2009Q3,651.384,A,3057.5031
65772,85621,12/31/2009,2009,4,INDL,C,D,STD,592688105,USD,2009Q4,2009Q4,711.138,A,3554.0165
65772,85621,3/31/2010,2010,1,INDL,C,D,STD,592688105,USD,2010Q1,2010Q1,711.817,A,3674.034
65772,85621,6/30/2010,2010,2,INDL,C,D,STD,592688105,USD,2010Q2,2010Q2,717.192,A,3729.2234
65772,85621,9/30/2010,2010,3,INDL,C,D,STD,592688105,USD,2010Q3,2010Q3,755.543,A,4084.743
65772,85621,12/31/2010,2010,4,INDL,C,D,STD,592688105,USD,2010Q4,2010Q4,771.584,A,4902.9843
65772,85621,3/31/2011,2011,1,INDL,C,D,STD,592688105,USD,2011Q1,2011Q1,788.977,A,5528.596
65772,85621,6/30/2011,2011,2,INDL,C,D,STD,592688105,USD,2011Q2,2011Q2,838.405,A,5377.8743
65772,85621,9/30/2011,2011,3,INDL,C,D,STD,592688105,USD,2011Q3,2011Q3,819.409,A,4420.4966
65772,85621,12/31/2011,2011,4,INDL,C,D,STD,592688105,USD,2011Q4,2011Q4,781.137,A,4666.1589
65772,85621,3/31/2012,2012,1,INDL,C,D,STD,592688105,USD,2012Q1,2012Q1,806.973,A,5810.018
65772,85621,6/30/2012,2012,2,INDL,C,D,STD,592688105,USD,2012Q2,2012Q2,774.974,A,4835.4021
65772,85621,9/30/2012,2012,3,INDL,C,D,STD,592688105,USD,2012Q3,2012Q3,798.244,A,5232.1566
65772,85621,12/31/2012,2012,4,INDL,C,D,STD,592688105,USD,2012Q4,2012Q4,827.219,A,5878.253
65772,85621,3/31/2013,2013,1,INDL,C,D,STD,592688105,USD,2013Q1,2013Q1,800.222,A,6436.2589
65772,85621,6/30/2013,2013,2,INDL,C,D,STD,592688105,USD,2013Q2,2013Q2,811.102,A,6024.934
65772,85621,9/30/2013,2013,3,INDL,C,D,STD,592688105,USD,2013Q3,2013Q3,847.642,A,7127.3117
65772,85621,12/31/2013,2013,4,INDL,C,D,STD,592688105,USD,2013Q4,2013Q4,935.052,A,7153.2513
65772,85621,3/31/2014,2014,1,INDL,C,D,STD,592688105,USD,2014Q1,2014Q1,923.604,A,6886.5696
65772,85621,6/30/2014,2014,2,INDL,C,D,STD,592688105,USD,2014Q2,2014Q2,907.714,A,7313.8638
65772,85621,9/30/2014,2014,3,INDL,C,D,STD,592688105,USD,2014Q3,2014Q3,848.94,A,7311.7431
65772,85621,12/31/2014,2014,4,INDL,C,D,STD,592688105,USD,2014Q4,2014Q4,719.595,A,8542.3778
65772,85621,3/31/2015,2015,1,INDL,C,D,STD,592688105,USD,2015Q1,2015Q1,666.128,A,9191.6832
65772,85621,6/30/2015,2015,2,INDL,C,D,STD,592688105,USD,2015Q2,2015Q2,654.251,A,9458.1005
65772,85621,9/30/2015,2015,3,INDL,C,D,STD,592688105,USD,2015Q3,2015Q3,586.352,A,7789.6322
65772,85621,12/31/2015,2015,4,INDL,C,D,STD,592688105,USD,2015Q4,2015Q4,580.457,A,9187.0317
65772,85621,3/31/2016,2016,1,INDL,C,D,STD,592688105,USD,2016Q1,2016Q1,543.333,A,9225.4328
65772,85621,6/30/2016,2016,2,INDL,C,D,STD,592688105,USD,2016Q2,2016Q2,491.962,A,9666.7308
65772,85621,9/30/2016,2016,3,INDL,C,D,STD,592688105,USD,2016Q3,2016Q3,500.517,A,11014.6599
65772,85621,12/31/2016,2016,4,INDL,C,D,STD,592688105,USD,2016Q4,2016Q4,434.943,A,10890.9312
65772,85621,3/31/2017,2017,1,INDL,C,D,STD,592688105,USD,2017Q1,2017Q1,439.852,A,12366.414
65772,85621,6/30/2017,2017,2,INDL,C,D,STD,592688105,USD,2017Q2,2017Q2,461.919,A,15106.6447
65772,85621,9/30/2017,2017,3,INDL,C,D,STD,592688105,USD,2017Q3,2017Q3,512.979,A,16016.5466
65772,85621,12/31/2017,2017,4,INDL,C,D,STD,592688105,USD,2017Q4,2017Q4,547.28,A,15823.1603
65772,85621,3/31/2018,2018,1,INDL,C,D,STD,592688105,USD,2018Q1,2018Q1,560.747,A,14601.7368
65772,85621,6/30/2018,2018,2,INDL,C,D,STD,592688105,USD,2018Q2,2018Q2,532.434,A,14589.5768
65772,85621,9/30/2018,2018,3,INDL,C,D,STD,592688105,USD,2018Q3,2018Q3,531.615,A,15251.9041
65772,85621,12/31/2018,2018,4,INDL,C,D,STD,592688105,USD,2018Q4,2018Q4,590.063,A,14095.3848
65772,85621,3/31/2019,2019,1,INDL,C,D,STD,592688105,USD,2019Q1,2019Q1,561.75,A,17932.569
65772,85621,6/30/2019,2019,2,INDL,C,D,STD,592688105,USD,2019Q2,2019Q2,504.086,A,20671.56
65772,85621,9/30/2019,2019,3,INDL,C,D,STD,592688105,USD,2019Q3,2019Q3,438.301,A,17155.662
65772,85621,12/31/2019,2019,4,INDL,C,D,STD,592688105,USD,2019Q4,2019Q4,420.78,A,19137.88
65772,85621,3/31/2020,2020,1,INDL,C,D,STD,592688105,USD,2020Q1,2020Q1,306.397,A,16508.7131
65886,85593,6/30/2009,2009,2,INDL,C,D,STD,8252108,USD,2009Q2,2009Q2,1329.81,A,2425.301
65886,85593,9/30/2009,2009,3,INDL,C,D,STD,8252108,USD,2009Q3,2009Q3,1433.146,A,2733.9305
65886,85593,12/31/2009,2009,4,INDL,C,D,STD,8252108,USD,2009Q4,2009Q4,1481.721,A,2852.2725
65886,85593,3/31/2010,2010,1,INDL,C,D,STD,8252108,USD,2010Q1,2010Q1,1537.836,A,3519.371
65886,85593,6/30/2010,2010,2,INDL,C,D,STD,8252108,USD,2010Q2,2010Q2,2035.797,A,3105.2255
65886,85593,9/30/2010,2010,3,INDL,C,D,STD,8252108,USD,2010Q3,2010Q3,2209.8,A,4023.1317
65886,85593,12/31/2010,2010,4,INDL,C,D,STD,8252108,USD,2010Q4,2010Q4,2382.302,A,5120.2481
65886,85593,3/31/2011,2011,1,INDL,C,D,STD,8252108,USD,2011Q1,2011Q1,2351.1,A,5693.0366
65886,85593,6/30/2011,2011,2,INDL,C,D,STD,8252108,USD,2011Q2,2011Q2,2460.6,A,5281.0812
65886,85593,9/30/2011,2011,3,INDL,C,D,STD,8252108,USD,2011Q3,2011Q3,2440.4,A,4017.2335
65886,85593,12/31/2011,2011,4,INDL,C,D,STD,8252108,USD,2011Q4,2011Q4,2499.6,A,4931.83
65886,85593,3/31/2012,2012,1,INDL,C,D,STD,8252108,USD,2012Q1,2012Q1,2473.6,A,5742.6734
65886,85593,6/30/2012,2012,2,INDL,C,D,STD,8252108,USD,2012Q2,2012Q2,2737.2,A,5620.0386
65886,85593,9/30/2012,2012,3,INDL,C,D,STD,8252108,USD,2012Q3,2012Q3,2854.7,A,6371.523
65886,85593,12/31/2012,2012,4,INDL,C,D,STD,8252108,USD,2012Q4,2012Q4,3041.4,A,6793.83
65886,85593,3/31/2013,2013,1,INDL,C,D,STD,8252108,USD,2013Q1,2013Q1,3038,A,8098.9747
65886,85593,6/30/2013,2013,2,INDL,C,D,STD,8252108,USD,2013Q2,2013Q2,3092.4,A,8664.5569
65886,85593,9/30/2013,2013,3,INDL,C,D,STD,8252108,USD,2013Q3,2013Q3,3002.6,A,9676.0846
65886,85593,12/31/2013,2013,4,INDL,C,D,STD,8252108,USD,2013Q4,2013Q4,3144.6,A,11472.952
65886,85593,3/31/2014,2014,1,INDL,C,D,STD,8252108,USD,2014Q1,2014Q1,3375.7,A,11058.9641
65886,85593,6/30/2014,2014,2,INDL,C,D,STD,8252108,USD,2014Q2,2014Q2,3506.3,A,11410.5862
65886,85593,9/30/2014,2014,3,INDL,C,D,STD,8252108,USD,2014Q3,2014Q3,3513.9,A,11136.6099
65886,85593,12/31/2014,2014,4,INDL,C,D,STD,8252108,USD,2014Q4,2014Q4,3643.2,A,11588.304
65886,85593,3/31/2015,2015,1,INDL,C,D,STD,8252108,USD,2015Q1,2015Q1,3544.8,A,11753.6207
65886,85593,6/30/2015,2015,2,INDL,C,D,STD,8252108,USD,2015Q2,2015Q2,3636.8,A,11866.4824
65886,85593,9/30/2015,2015,3,INDL,C,D,STD,8252108,USD,2015Q3,2015Q3,3605.9,A,9239.7866
65886,85593,12/31/2015,2015,4,INDL,C,D,STD,8252108,USD,2015Q4,2015Q4,3769.1,A,8595.088
65886,85593,3/31/2016,2016,1,INDL,C,D,STD,8252108,USD,2016Q1,2016Q1,3772.4,A,8739.0688
65886,85593,6/30/2016,2016,2,INDL,C,D,STD,8252108,USD,2016Q2,2016Q2,3784.5,A,7583.5614
65886,85593,9/30/2016,2016,3,INDL,C,D,STD,8252108,USD,2016Q3,2016Q3,4029.8,A,7932.0199
65886,85593,12/31/2016,2016,4,INDL,C,D,STD,8252108,USD,2016Q4,2016Q4,4426.5,A,8238.51
65886,85593,3/31/2017,2017,1,INDL,C,D,STD,8252108,USD,2017Q1,2017Q1,4369,A,9279.3319
65886,85593,6/30/2017,2017,2,INDL,C,D,STD,8252108,USD,2017Q2,2017Q2,4370.4,A,9271.574
65886,85593,9/30/2017,2017,3,INDL,C,D,STD,8252108,USD,2017Q3,2017Q3,4404.3,A,10554.548
65886,85593,12/31/2017,2017,4,INDL,C,D,STD,8252108,USD,2017Q4,2017Q4,4578.5,A,11309.275
65886,85593,3/31/2018,2018,1,INDL,C,D,STD,8252108,USD,2018Q1,2018Q1,4422.6,A,10294.194
65886,85593,6/30/2018,2018,2,INDL,C,D,STD,8252108,USD,2018Q2,2018Q2,4357.4,A,7938.978
65886,85593,9/30/2018,2018,3,INDL,C,D,STD,8252108,USD,2018Q3,2018Q3,4321.2,A,7205.144
65886,85593,12/31/2018,2018,4,INDL,C,D,STD,8252108,USD,2018Q4,2018Q4,4134.9,A,5066.88
65886,85593,3/31/2019,2019,1,INDL,C,D,STD,8252108,USD,2019Q1,2019Q1,3760.3,A,5505.454
65886,85593,6/30/2019,2019,2,INDL,C,D,STD,8252108,USD,2019Q2,2019Q2,3825.8,A,4671.498
65886,85593,9/30/2019,2019,3,INDL,C,D,STD,8252108,USD,2019Q3,2019Q3,3633.2,A,4142.495
65886,85593,12/31/2019,2019,4,INDL,C,D,STD,8252108,USD,2019Q4,2019Q4,3499.1,A,4075.994
65886,85593,3/31/2020,2020,1,INDL,C,D,STD,8252108,USD,2020Q1,2020Q1,3508.9,A,2791.408
65967,85675,6/30/2009,2009,2,INDL,C,D,STD,29414D100,USD,2009Q2,2009Q2,482.125,I,657.3718
65967,85675,9/30/2009,2009,3,INDL,C,D,STD,29414D100,USD,2009Q3,2009Q3,496.909,I,651.1453
65967,85675,12/31/2009,2009,4,INDL,C,D,STD,29414D100,USD,2009Q4,2009Q4,510.371,I,675.4635
65967,85675,3/31/2010,2010,1,INDL,C,D,STD,29414D100,USD,2010Q1,2010Q1,525.267,I,667.3253
65967,85675,6/30/2010,2010,2,INDL,C,D,STD,29414D100,USD,2010Q2,2010Q2,543.792,I,550.9588
65967,85675,9/30/2010,2010,3,INDL,C,D,STD,29414D100,USD,2010Q3,2010Q3,557.732,I,540.569
65967,85675,12/31/2010,2010,4,INDL,C,D,STD,29414D100,USD,2010Q4,2010Q4,576.867,I,650.288
65967,85675,3/31/2011,2011,1,INDL,C,D,STD,29414D100,USD,2011Q1,2011Q1,587.801,I,794.1859
65967,85675,6/30/2011,2011,2,INDL,C,D,STD,29414D100,USD,2011Q2,2011Q2,611.523,I,817.3987
65967,85675,9/30/2011,2011,3,INDL,C,D,STD,29414D100,USD,2011Q3,2011Q3,702.583,I,704.025
65967,85675,12/31/2011,2011,4,INDL,C,D,STD,29414D100,USD,2011Q4,2011Q4,748.467,I,814.6354
65967,85675,3/31/2012,2012,1,INDL,C,D,STD,29414D100,USD,2012Q1,2012Q1,766.554,I,882.5172
65967,85675,6/30/2012,2012,2,INDL,C,D,STD,29414D100,USD,2012Q2,2012Q2,784.307,I,948.0875
65967,85675,9/30/2012,2012,3,INDL,C,D,STD,29414D100,USD,2012Q3,2012Q3,800.864,I,899.05
65967,85675,12/31/2012,2012,4,INDL,C,D,STD,29414D100,USD,2012Q4,2012Q4,1000.466,I,958.5494
65967,85675,3/31/2013,2013,1,INDL,C,D,STD,29414D100,USD,2013Q1,2013Q1,1011.518,I,1073.0824
65967,85675,6/30/2013,2013,2,INDL,C,D,STD,29414D100,USD,2013Q2,2013Q2,1043.465,I,1123.0245
65967,85675,9/30/2013,2013,3,INDL,C,D,STD,29414D100,USD,2013Q3,2013Q3,1091.294,I,1276.5138
65967,85675,12/31/2013,2013,4,INDL,C,D,STD,29414D100,USD,2013Q4,2013Q4,1125.556,I,1485.6498
